question_id,n_attempts,discrimination_index,p_value,correct_rate,avg_time_sec,flag,section,subtopic,difficulty_tag
Q04105,10,-0.4172,0.230381,0.8,47.8,negative_discrimination,Quantitative Aptitude,Compound Interest,Medium
Q10051,10,-0.4171,0.230484,0.2,67.2,negative_discrimination,Quantitative Aptitude,Surds & Indices,Medium
Q07320,15,-0.417,0.122049,0.7333,24.9,negative_discrimination,Quantitative Aptitude,Percentages,Easy
Q05039,10,-0.4153,0.232695,0.7,30.0,negative_discrimination,Logical Reasoning,Direction Sense,Easy
Q02198,14,-0.415,0.140069,0.7143,58.7,negative_discrimination,Verbal Ability,Para Jumbles,Medium
Q07535,11,-0.4149,0.204504,0.8182,26.1,negative_discrimination,Verbal Ability,Odd One Out,Easy
Q05599,12,-0.4146,0.180197,0.5833,64.7,negative_discrimination,Verbal Ability,Odd One Out,Medium
Q09794,12,-0.4145,0.180389,0.0833,64.7,negative_discrimination,Verbal Ability,Error Spotting,Medium
Q02685,18,-0.4133,0.088268,0.4444,90.7,negative_discrimination,Data Interpretation,Line Graphs,Hard
Q05551,11,-0.4124,0.20751,0.5455,75.6,negative_discrimination,Verbal Ability,Odd One Out,Medium
Q08338,12,-0.412,0.183205,0.1667,101.6,negative_discrimination,Verbal Ability,Para Summary,Hard
Q10223,11,-0.4117,0.208358,0.5455,57.6,negative_discrimination,Quantitative Aptitude,Probability,Medium
Q10495,10,-0.4115,0.237369,0.4,61.9,negative_discrimination,Quantitative Aptitude,Mensuration,Medium
Q09169,10,-0.4113,0.237604,0.1,96.8,negative_discrimination,Verbal Ability,Odd One Out,Hard
Q10464,10,-0.4106,0.238517,0.6,35.8,negative_discrimination,Verbal Ability,Cloze Test,Easy
Q09583,11,-0.4096,0.21095,0.3636,54.5,negative_discrimination,Data Interpretation,Radar/Spider Charts,Medium
Q08069,11,-0.4086,0.212114,0.7273,31.9,negative_discrimination,Data Interpretation,Bar Graphs,Easy
Q01649,14,-0.4082,0.14739,0.4286,55.3,negative_discrimination,Logical Reasoning,Analogy,Medium
Q04673,10,-0.4076,0.242382,0.6,95.8,negative_discrimination,Verbal Ability,Synonyms & Antonyms,Hard
Q07956,13,-0.4076,0.166792,0.4615,58.8,negative_discrimination,Logical Reasoning,Analogy,Medium
Q02617,10,-0.4076,0.242262,0.1,43.4,negative_discrimination,Verbal Ability,Para Jumbles,Medium
Q00894,10,-0.4076,0.242272,0.5,51.7,negative_discrimination,Verbal Ability,Para Jumbles,Medium
Q07179,11,-0.4074,0.213624,0.5455,49.3,negative_discrimination,Logical Reasoning,Statement & Assumption,Medium
Q08210,10,-0.4071,0.242954,0.3,97.7,negative_discrimination,Data Interpretation,Tables,Hard
Q02799,10,-0.406,0.244313,0.6,95.3,negative_discrimination,Verbal Ability,Para Jumbles,Hard
Q06595,13,-0.4057,0.169059,0.6154,27.2,negative_discrimination,Quantitative Aptitude,Quadratic Equations,Easy
Q02991,10,-0.4055,0.245024,0.5,68.8,negative_discrimination,Data Interpretation,Radar/Spider Charts,Medium
Q10307,12,-0.4051,0.191405,0.1667,99.8,negative_discrimination,Verbal Ability,Odd One Out,Hard
Q06155,10,-0.4049,0.245702,0.4,58.1,negative_discrimination,Verbal Ability,Verbal Analogies,Medium
Q06894,16,-0.4045,0.120138,0.5,96.1,negative_discrimination,Logical Reasoning,Venn Diagrams,Hard
Q02327,12,-0.4045,0.192182,0.75,29.2,negative_discrimination,Verbal Ability,Idioms & Phrases,Easy
Q03937,10,-0.4045,0.246296,0.7,63.7,negative_discrimination,Logical Reasoning,Input-Output,Medium
Q06043,16,-0.403,0.121731,0.6875,44.8,negative_discrimination,Logical Reasoning,Syllogisms,Medium
Q03814,10,-0.4023,0.249058,0.5,55.8,negative_discrimination,Data Interpretation,Venn-based DI,Medium
Q09891,15,-0.4016,0.137851,0.6667,36.7,negative_discrimination,Verbal Ability,Synonyms & Antonyms,Easy
Q03571,10,-0.4009,0.250915,0.5,49.0,negative_discrimination,Data Interpretation,Caselets,Medium
Q01172,13,-0.4007,0.17479,0.6154,29.9,negative_discrimination,Verbal Ability,Fill in the Blanks,Easy
Q00319,10,-0.3999,0.252204,0.5,31.8,negative_discrimination,Data Interpretation,Venn-based DI,Easy
Q09269,11,-0.3993,0.223725,0.2727,90.9,negative_discrimination,Logical Reasoning,Input-Output,Hard
Q09850,11,-0.3992,0.223916,0.3636,46.4,negative_discrimination,Logical Reasoning,Venn Diagrams,Medium
Q03100,11,-0.3961,0.227861,0.6364,48.2,negative_discrimination,Logical Reasoning,Input-Output,Medium
Q06498,10,-0.3956,0.257811,0.6,57.9,negative_discrimination,Verbal Ability,Idioms & Phrases,Medium
Q05107,12,-0.3951,0.203688,0.8333,23.6,negative_discrimination,Quantitative Aptitude,Mensuration,Easy
Q09185,10,-0.3937,0.260309,0.5,25.1,negative_discrimination,Data Interpretation,Venn-based DI,Easy
Q07787,11,-0.3932,0.231522,0.4545,42.0,negative_discrimination,Logical Reasoning,Seating Arrangement,Medium
Q04017,12,-0.3912,0.208523,0.8333,64.5,negative_discrimination,Verbal Ability,Para Summary,Medium
Q01010,10,-0.3896,0.265815,0.6,26.9,negative_discrimination,Logical Reasoning,Input-Output,Easy
Q02341,11,-0.3889,0.237123,0.7273,47.3,negative_discrimination,Quantitative Aptitude,Algebra,Medium
Q08820,10,-0.3887,0.266978,0.7,79.6,negative_discrimination,Logical Reasoning,Series Completion,Hard
Q03482,14,-0.3883,0.170093,0.2857,43.2,negative_discrimination,Verbal Ability,Critical Reasoning,Medium
Q09309,10,-0.3882,0.26759,0.6,67.9,negative_discrimination,Data Interpretation,Pie Charts,Medium
Q06399,10,-0.3881,0.26778,0.4,64.2,negative_discrimination,Verbal Ability,Idioms & Phrases,Hard
Q00299,10,-0.388,0.26793,0.8,26.7,negative_discrimination,Quantitative Aptitude,Partnership,Easy
Q09531,12,-0.3876,0.213214,0.75,50.1,negative_discrimination,Verbal Ability,Error Spotting,Medium
Q04538,12,-0.3871,0.213841,0.6667,53.2,negative_discrimination,Logical Reasoning,Blood Relations,Medium
Q04082,14,-0.3866,0.172128,0.5,28.1,negative_discrimination,Data Interpretation,Data Sufficiency (DI),Easy
Q06096,11,-0.3862,0.240662,0.5455,63.7,negative_discrimination,Quantitative Aptitude,Mensuration,Medium
Q09474,10,-0.3859,0.27078,0.9,25.3,negative_discrimination,Logical Reasoning,Venn Diagrams,Easy
Q03097,14,-0.3854,0.173524,0.5714,51.2,negative_discrimination,Verbal Ability,Reading Comprehension,Medium
Q08662,12,-0.385,0.216575,0.8333,30.2,negative_discrimination,Verbal Ability,Reading Comprehension,Easy
Q01291,12,-0.3843,0.217411,0.4167,94.8,negative_discrimination,Verbal Ability,Reading Comprehension,Hard
Q09056,10,-0.3831,0.274469,0.6,61.2,negative_discrimination,Data Interpretation,Bar Graphs,Medium
Q08096,11,-0.3825,0.245682,0.4545,86.8,negative_discrimination,Data Interpretation,Tables,Hard
Q08700,10,-0.3823,0.27561,0.6,26.6,negative_discrimination,Quantitative Aptitude,Linear Equations,Easy
Q02103,11,-0.3823,0.245952,0.5455,101.5,negative_discrimination,Logical Reasoning,Seating Arrangement,Hard
Q05559,13,-0.3817,0.198134,0.4615,58.8,negative_discrimination,Verbal Ability,Sentence Correction,Medium
Q00227,10,-0.3815,0.276727,0.4,55.8,negative_discrimination,Logical Reasoning,Blood Relations,Medium
Q08199,17,-0.3812,0.131151,0.8235,50.4,negative_discrimination,Quantitative Aptitude,Pipes & Cisterns,Medium
Q03269,14,-0.3809,0.179095,0.3571,54.4,negative_discrimination,Data Interpretation,Caselets,Medium
Q07406,10,-0.3796,0.279296,0.6,60.3,negative_discrimination,Logical Reasoning,Direction Sense,Medium
Q04004,13,-0.3795,0.200859,0.6154,53.9,negative_discrimination,Verbal Ability,Critical Reasoning,Medium
Q01629,11,-0.3788,0.250582,0.8182,48.2,negative_discrimination,Logical Reasoning,Ranking & Order,Medium
Q07492,13,-0.3785,0.202244,0.5385,97.8,negative_discrimination,Logical Reasoning,Clocks & Calendars,Hard
Q01217,10,-0.377,0.282875,0.4,50.1,negative_discrimination,Data Interpretation,Tables,Medium
Q08282,10,-0.377,0.282849,0.8,22.4,negative_discrimination,Verbal Ability,Odd One Out,Easy
Q04831,10,-0.3769,0.282955,0.6,29.8,negative_discrimination,Quantitative Aptitude,Averages,Easy
Q05721,10,-0.3761,0.284146,0.3,93.3,negative_discrimination,Verbal Ability,Synonyms & Antonyms,Hard
Q09426,12,-0.3741,0.230868,0.5,31.6,negative_discrimination,Logical Reasoning,Cubes & Dice,Easy
Q07634,10,-0.3737,0.287411,0.4,49.0,negative_discrimination,Quantitative Aptitude,Partnership,Medium
Q08131,15,-0.3735,0.170324,0.7333,34.9,negative_discrimination,Quantitative Aptitude,Set Theory,Easy
Q08628,10,-0.3731,0.288296,0.6,32.1,negative_discrimination,Quantitative Aptitude,Simple Interest,Easy
Q06849,11,-0.3724,0.259327,0.8182,33.6,negative_discrimination,Data Interpretation,Tables,Easy
Q06653,18,-0.3713,0.129261,0.5,65.1,negative_discrimination,Quantitative Aptitude,Number System,Medium
Q09787,12,-0.3706,0.235656,0.6667,65.9,negative_discrimination,Quantitative Aptitude,Algebra,Medium
Q04882,12,-0.3697,0.236862,0.4167,67.0,negative_discrimination,Logical Reasoning,Clocks & Calendars,Medium
Q03449,13,-0.3691,0.214519,0.8462,31.1,negative_discrimination,Data Interpretation,Tables,Easy
Q00507,12,-0.369,0.237866,0.5,75.2,negative_discrimination,Data Interpretation,Line Graphs,Hard
Q07236,12,-0.3684,0.238656,0.3333,57.4,negative_discrimination,Data Interpretation,Venn-based DI,Medium
Q03144,10,-0.3682,0.295135,0.6,66.8,negative_discrimination,Verbal Ability,Verbal Analogies,Medium
Q00545,10,-0.3672,0.296586,0.7,57.2,negative_discrimination,Data Interpretation,Bar Graphs,Medium
Q05434,10,-0.3671,0.29675,0.4,84.4,negative_discrimination,Verbal Ability,Sentence Correction,Hard
Q09916,11,-0.3669,0.267083,0.0909,98.3,negative_discrimination,Verbal Ability,Para Jumbles,Hard
Q03041,11,-0.3663,0.267847,0.7273,28.7,negative_discrimination,Verbal Ability,Idioms & Phrases,Easy
Q05542,11,-0.3657,0.268714,0.4545,69.2,negative_discrimination,Quantitative Aptitude,Probability,Hard
Q05928,11,-0.3651,0.269572,0.4545,117.0,negative_discrimination,Quantitative Aptitude,Time & Work,Hard
Q07201,10,-0.3642,0.300861,0.4,106.5,negative_discrimination,Quantitative Aptitude,Percentages,Hard
Q09078,12,-0.3634,0.245555,0.75,65.2,negative_discrimination,Logical Reasoning,Coding-Decoding,Medium
Q08943,10,-0.3631,0.302351,0.6,65.8,negative_discrimination,Quantitative Aptitude,Pipes & Cisterns,Medium
Q04613,12,-0.363,0.246127,0.6667,28.7,negative_discrimination,Logical Reasoning,Clocks & Calendars,Easy
Q04069,11,-0.3609,0.2755,0.6364,58.3,negative_discrimination,Quantitative Aptitude,Pipes & Cisterns,Medium
Q04928,10,-0.3607,0.305798,0.3,85.1,negative_discrimination,Quantitative Aptitude,Averages,Hard
Q05464,11,-0.3588,0.278555,0.8182,23.0,negative_discrimination,Data Interpretation,Pie Charts,Easy
Q06162,14,-0.3584,0.208327,0.7857,53.4,negative_discrimination,Quantitative Aptitude,"Time, Speed & Distance",Medium
Q04897,12,-0.3579,0.253313,0.3333,85.0,negative_discrimination,Logical Reasoning,Cubes & Dice,Hard
Q06453,10,-0.3578,0.30998,0.5,98.1,negative_discrimination,Data Interpretation,Radar/Spider Charts,Hard
Q07469,11,-0.3578,0.280041,0.6364,58.1,negative_discrimination,Verbal Ability,Cloze Test,Medium
Q08008,13,-0.3571,0.230936,0.5385,43.7,negative_discrimination,Quantitative Aptitude,Algebra,Medium
Q07932,12,-0.3571,0.254511,0.5833,42.2,negative_discrimination,Verbal Ability,Para Jumbles,Medium
Q07309,11,-0.3558,0.282821,0.3636,41.7,negative_discrimination,Verbal Ability,Cloze Test,Medium
Q07727,11,-0.3556,0.28321,0.3636,90.3,negative_discrimination,Verbal Ability,Critical Reasoning,Hard
Q04646,13,-0.3551,0.233863,0.5385,80.5,negative_discrimination,Verbal Ability,Reading Comprehension,Hard
Q04223,15,-0.3551,0.194,0.6667,21.1,negative_discrimination,Logical Reasoning,Venn Diagrams,Easy
Q06175,11,-0.3549,0.284165,0.7273,48.8,negative_discrimination,Logical Reasoning,Ranking & Order,Medium
Q01472,13,-0.3546,0.234471,0.4615,79.8,negative_discrimination,Quantitative Aptitude,Partnership,Hard
Q08332,12,-0.3543,0.258431,0.8333,34.2,negative_discrimination,Quantitative Aptitude,Averages,Easy
Q02826,12,-0.3533,0.259989,0.6667,32.3,negative_discrimination,Quantitative Aptitude,Quadratic Equations,Easy
Q08033,12,-0.3525,0.261081,0.5833,28.4,negative_discrimination,Quantitative Aptitude,Quadratic Equations,Easy
Q00587,11,-0.3521,0.288318,0.7273,29.8,negative_discrimination,Logical Reasoning,Input-Output,Easy
Q10035,10,-0.352,0.318589,0.4,67.0,negative_discrimination,Logical Reasoning,Seating Arrangement,Hard
Q09041,10,-0.3519,0.318707,0.8,24.1,negative_discrimination,Verbal Ability,Sentence Correction,Easy
Q01145,10,-0.3517,0.318993,0.6,54.8,negative_discrimination,Verbal Ability,Critical Reasoning,Medium
Q04307,12,-0.3515,0.262578,0.5833,61.7,negative_discrimination,Quantitative Aptitude,Set Theory,Medium
Q04240,11,-0.3515,0.289146,0.5455,74.5,negative_discrimination,Quantitative Aptitude,Surds & Indices,Hard
Q06632,12,-0.3512,0.262942,0.8333,25.7,negative_discrimination,Verbal Ability,Para Jumbles,Easy
Q09245,14,-0.3508,0.218831,0.5714,52.0,negative_discrimination,Data Interpretation,Data Sufficiency (DI),Medium
Q00732,10,-0.3505,0.320789,0.5,54.2,negative_discrimination,Data Interpretation,Venn-based DI,Medium
Q05906,12,-0.3501,0.264632,0.4167,58.8,negative_discrimination,Data Interpretation,Venn-based DI,Medium
Q03886,13,-0.3497,0.241528,0.5385,29.2,negative_discrimination,Data Interpretation,Mixed DI Sets,Easy
Q05285,10,-0.3495,0.322161,0.6,58.6,negative_discrimination,Logical Reasoning,Coding-Decoding,Medium
Q01612,10,-0.3491,0.322821,0.8,33.0,negative_discrimination,Verbal Ability,Synonyms & Antonyms,Easy
Q00071,18,-0.3489,0.155936,0.3889,50.3,negative_discrimination,Quantitative Aptitude,Percentages,Medium
Q09676,10,-0.3488,0.323282,0.5,61.7,negative_discrimination,Logical Reasoning,Clocks & Calendars,Medium
Q09785,13,-0.3487,0.242885,0.3846,98.0,negative_discrimination,Verbal Ability,Reading Comprehension,Hard
Q08031,11,-0.3486,0.293463,0.5455,62.8,negative_discrimination,Logical Reasoning,Coding-Decoding,Medium
Q02610,11,-0.348,0.294257,0.4545,45.9,negative_discrimination,Quantitative Aptitude,Set Theory,Medium
Q09075,12,-0.3479,0.267788,0.4167,88.1,negative_discrimination,Quantitative Aptitude,Percentages,Hard
Q09132,10,-0.3473,0.325472,0.7,28.1,negative_discrimination,Quantitative Aptitude,Time & Work,Easy
Q01245,16,-0.3472,0.187645,0.625,32.1,negative_discrimination,Data Interpretation,Radar/Spider Charts,Easy
Q06987,11,-0.3467,0.296177,0.3636,58.2,negative_discrimination,Logical Reasoning,Venn Diagrams,Medium
Q03394,16,-0.3465,0.188642,0.8125,21.2,negative_discrimination,Data Interpretation,Radar/Spider Charts,Easy
Q00434,10,-0.3464,0.326872,0.7,42.4,negative_discrimination,Logical Reasoning,Clocks & Calendars,Medium
Q02110,10,-0.3458,0.327641,0.5,67.9,negative_discrimination,Logical Reasoning,Series Completion,Hard
Q05095,15,-0.3458,0.206782,0.6,50.3,negative_discrimination,Verbal Ability,Error Spotting,Medium
Q07075,13,-0.3456,0.247416,0.4615,72.2,negative_discrimination,Verbal Ability,Para Jumbles,Medium
Q03827,11,-0.3449,0.298978,0.3636,31.0,negative_discrimination,Verbal Ability,Error Spotting,Easy
Q02485,12,-0.3448,0.27241,0.3333,87.6,negative_discrimination,Quantitative Aptitude,Progressions (AP/GP),Hard
Q08587,11,-0.3445,0.299511,0.4545,65.2,negative_discrimination,Logical Reasoning,Coding-Decoding,Medium
Q02761,10,-0.3434,0.331265,0.6,95.0,negative_discrimination,Quantitative Aptitude,Linear Equations,Hard
Q00645,10,-0.3429,0.332035,0.3,47.8,negative_discrimination,Logical Reasoning,Series Completion,Medium
Q05049,15,-0.3428,0.21107,0.6667,30.4,negative_discrimination,Quantitative Aptitude,Quadratic Equations,Easy
Q07034,10,-0.3424,0.332879,0.7,30.2,negative_discrimination,Quantitative Aptitude,Pipes & Cisterns,Easy
Q06066,10,-0.342,0.333469,0.7,25.2,negative_discrimination,Verbal Ability,Critical Reasoning,Easy
Q02167,10,-0.341,0.334891,0.4,59.8,negative_discrimination,Quantitative Aptitude,Number System,Medium
Q02807,14,-0.3408,0.233042,0.5,53.0,negative_discrimination,Data Interpretation,Venn-based DI,Medium
Q01395,10,-0.3408,0.335164,0.6,81.6,negative_discrimination,Quantitative Aptitude,Linear Equations,Hard
Q03122,19,-0.3402,0.154063,0.6842,29.4,negative_discrimination,Data Interpretation,Pie Charts,Easy
Q01146,16,-0.34,0.197604,0.4375,64.3,negative_discrimination,Data Interpretation,Pie Charts,Hard
Q00096,10,-0.3395,0.337223,0.6,21.8,negative_discrimination,Logical Reasoning,Statement & Conclusion,Easy
Q04505,12,-0.3394,0.280414,0.5833,22.9,negative_discrimination,Data Interpretation,Radar/Spider Charts,Easy
Q01075,10,-0.3391,0.337774,0.2,83.0,negative_discrimination,Data Interpretation,Bar Graphs,Hard
Q09202,12,-0.3387,0.281469,0.9167,19.2,negative_discrimination,Logical Reasoning,Statement & Assumption,Easy
Q02237,13,-0.3386,0.257705,0.4615,92.4,negative_discrimination,Data Interpretation,Mixed DI Sets,Hard
Q06411,13,-0.3386,0.257712,0.9231,29.3,negative_discrimination,Quantitative Aptitude,Mensuration,Easy
Q10192,13,-0.3385,0.257853,0.5385,45.9,negative_discrimination,Data Interpretation,Data Sufficiency (DI),Medium
Q07187,13,-0.3377,0.259198,0.5385,31.8,negative_discrimination,Data Interpretation,Data Sufficiency (DI),Easy
Q03721,15,-0.3372,0.219059,0.6,44.5,negative_discrimination,Quantitative Aptitude,Mensuration,Medium
Q09044,10,-0.3371,0.340804,0.6,67.6,negative_discrimination,Quantitative Aptitude,Pipes & Cisterns,Medium
Q06698,14,-0.337,0.23877,0.3571,53.8,negative_discrimination,Data Interpretation,Line Graphs,Medium
Q07235,13,-0.3369,0.260314,0.5385,53.8,negative_discrimination,Quantitative Aptitude,Surds & Indices,Medium
Q02491,14,-0.336,0.240134,0.5,61.6,negative_discrimination,Verbal Ability,Error Spotting,Medium
Q03230,11,-0.336,0.312343,0.8182,29.9,negative_discrimination,Data Interpretation,Line Graphs,Easy
Q09241,10,-0.3359,0.342586,0.4,56.0,negative_discrimination,Verbal Ability,Error Spotting,Medium
Q01971,13,-0.3354,0.262597,0.6154,57.0,negative_discrimination,Data Interpretation,Venn-based DI,Medium
Q05676,12,-0.3347,0.287671,0.3333,89.0,negative_discrimination,Logical Reasoning,Coding-Decoding,Hard
Q04184,10,-0.3344,0.344901,0.2,85.9,negative_discrimination,Logical Reasoning,Cubes & Dice,Hard
Q07538,10,-0.3341,0.345439,0.3,81.1,negative_discrimination,Quantitative Aptitude,Pipes & Cisterns,Hard
Q03221,13,-0.3324,0.267217,0.8462,33.0,negative_discrimination,Quantitative Aptitude,Pipes & Cisterns,Easy
Q03037,10,-0.3321,0.348532,0.6,89.2,negative_discrimination,Logical Reasoning,Data Sufficiency,Hard
Q03729,13,-0.332,0.267788,0.8462,34.2,negative_discrimination,Logical Reasoning,Statement & Conclusion,Easy
Q03219,14,-0.3315,0.246907,0.7857,22.7,negative_discrimination,Quantitative Aptitude,Ratio & Proportion,Easy
Q08535,13,-0.3304,0.27019,0.6154,29.3,negative_discrimination,Quantitative Aptitude,Geometry,Easy
Q06192,11,-0.3303,0.32116,0.6364,42.8,negative_discrimination,Verbal Ability,Fill in the Blanks,Medium
Q04624,12,-0.3296,0.295501,0.9167,63.9,negative_discrimination,Logical Reasoning,Analogy,Medium
Q05798,11,-0.3291,0.32304,0.8182,53.6,negative_discrimination,Quantitative Aptitude,Progressions (AP/GP),Medium
Q07478,12,-0.3289,0.29652,0.5,30.6,negative_discrimination,Verbal Ability,Para Jumbles,Easy
Q07571,13,-0.3288,0.272748,0.7692,35.7,negative_discrimination,Data Interpretation,Line Graphs,Easy
Q05035,14,-0.3283,0.251785,0.5714,28.8,negative_discrimination,Verbal Ability,Idioms & Phrases,Easy
Q03309,10,-0.3282,0.354503,0.6,25.5,negative_discrimination,Verbal Ability,Para Summary,Easy
Q09551,13,-0.3281,0.273828,0.2308,85.6,negative_discrimination,Verbal Ability,Odd One Out,Hard
Q02623,10,-0.3277,0.355271,0.6,32.2,negative_discrimination,Logical Reasoning,Seating Arrangement,Easy
Q00669,11,-0.3273,0.325804,0.2727,94.2,negative_discrimination,Quantitative Aptitude,Progressions (AP/GP),Hard
Q02586,12,-0.3264,0.300447,0.25,77.3,negative_discrimination,Quantitative Aptitude,Percentages,Hard
Q00620,14,-0.3259,0.255422,0.5714,28.4,negative_discrimination,Logical Reasoning,Venn Diagrams,Easy
